event_name,block_number,txhash,log_index,timestamp,id,proposer,targets,signatures,calldatas,startBlock,endBlock,description,voter,proposalId,support,votes,eta,contract_address
VoteCast,12688105,0xd8cceb96f2f97235f96363815b2d2b7e070fdc7d8edd4ad1b8db12ef6ee5328c,188,2021-06-23T03:41:10,,,,,,,,,0xbDde04B9a1C979747b79d5B41565CD71024cCD43,1.0,True,4210000000000000002,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688106,0x1cc7242f2d2b2d3936b93c8b81c857d16170e01f3e4423bf33ab4319c5066c8a,37,2021-06-23T03:41:22,,,,,,,,,0xF9b1CF9032E4EF22B0AAE0F6d7741cC850E544c2,1.0,True,1236000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688106,0x1ef41dc39311fbf354972fbe766440d9738bc7b03274bd0523d55b52f4d2aa93,330,2021-06-23T03:41:22,,,,,,,,,0x4AAe718bfc6ecEd9855d90F3D28A1A5B0E775ABf,1.0,True,1100000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688110,0xfa0083d646ccbbf8d92a93131229dd022f0dc073bfa16657e3ef712502955c7a,374,2021-06-23T03:42:47,,,,,,,,,0x5f75a9C4b4bea295D834AEf432A3e17A66FDdF70,1.0,True,1000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688111,0x24134fbf21774d6720462f8feadf2e377965ed880ca0add89f213cd1df80eaa0,137,2021-06-23T03:42:55,,,,,,,,,0xaED1011fe8c708710178461eC48E3A4418261EF0,1.0,True,1000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688133,0x32cf3b7888d94d81f84597c569c25212743832cad649fdc82fde4ce9e75b185f,158,2021-06-23T03:47:11,,,,,,,,,0x75f7BA92E923C500f955bf58266413ec69a26382,1.0,True,1000000002105473589,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688141,0xb7b8450bc027009cad9fdea35705d0fe1d7c80876bf382e03c3a269f8bfb142e,370,2021-06-23T03:49:16,,,,,,,,,0xf2E305b759BAD7e0818ADf207A81585d184E7331,1.0,True,1000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688232,0x5b08bbeb9d568311edc95532ade5e780e7f2b2b640dc1b2aaf205c55dedb2c6b,273,2021-06-23T04:12:31,,,,,,,,,0x6264c684B13148335f7F3E2Abb8921B0466177d0,1.0,True,1000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688302,0xe387d7efea0ac2f268963d32d414c7a55027b3abed2038422c1167613a6fb209,229,2021-06-23T04:25:15,,,,,,,,,0xE00996bf765F97De5F6D87c110E8b2A2c1812185,1.0,False,800000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688328,0x94c28cfe62a14112bd436bccede0c124ed8fdf938db674661a7e26e31ffd46d1,82,2021-06-23T04:30:33,,,,,,,,,0x512eD73583309D427f41cF6c76Ac5f96F2A02EA2,1.0,True,3143965140000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688390,0xfe303cbdf9da3a596c840e16669305903e99d05c4469d6c11341695c9d830f0a,258,2021-06-23T04:44:46,,,,,,,,,0xF8e7c18638cdA875F73944f582D3D44706c0036a,1.0,False,400000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688765,0x31b1686e50d1a132b88cc5d57f89ad1b26638599cc393d98763ab09c802d164a,204,2021-06-23T06:12:29,,,,,,,,,0xF7838C101DD142AbFF1B612bd4DA21b21e43721f,1.0,True,2027971580069548749718,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688963,0xf553a114707fcfc77b0dbdf11ef1bb763dede27a5b0d7f1c87513b472473770d,388,2021-06-23T06:59:40,,,,,,,,,0x1D90A311499e705d2B0F46f33C496275Ba0d4386,1.0,True,1032928584958103003,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688968,0x4fbec625723c7e51385a4a45bf7f2d549306fee2f087357e9cff5b059f667045,280,2021-06-23T07:00:48,,,,,,,,,0x02446A7eDa8401dB1e3Ad37060042b14910350f0,1.0,True,1150000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688968,0xc3a85b762877b5c98f10a885d96cb05fd7b0e63b2b6e9b3e5038501572e278fc,341,2021-06-23T07:00:48,,,,,,,,,0xaAdD9277Ee25f087A974c9a8985A6b52A912B577,1.0,True,1150000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688968,0x81868d66241e3dceffaf63abd2b6dfbf418e265ba97af56b1b9cb7fba66276d5,348,2021-06-23T07:00:48,,,,,,,,,0x3383Fce9da41BcD93aAFa8bB74C729Ac8F2394D2,1.0,True,1100000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688970,0xfd72db50ad3c92c6fb656fccb1fed335570348fea9c71cb588b888b7db1462e7,150,2021-06-23T07:01:16,,,,,,,,,0xC5c62B53D2219eD6B36446aeC951c423d5654Bb8,1.0,True,1040000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688971,0x95962ee2174dd3ff7015c8b7c55293a3d33e5f80be882169b31b3e15413f03e5,52,2021-06-23T07:01:26,,,,,,,,,0x2c299D42a05aaAaE0fA6b55Eb1C89bdbA774af8D,1.0,True,1120000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688972,0xa57c45e54d7b3497edaaa4f67ca908eb917aed6aa423adfefa5590c6f14d8538,248,2021-06-23T07:01:27,,,,,,,,,0xB60654233c0e224d2E3e09F69C7B4f4dad95124B,1.0,True,1400000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688975,0x83a7183b8c4b5064603d44d9e1b387ab242472e6ab88eaa19b89aae13f49388a,210,2021-06-23T07:01:56,,,,,,,,,0x5cA1d8383E2592b21FE2318981Ed230d1b2004F2,1.0,True,1100000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688983,0xdd9334062cca1c054bcd36ac4356e37f04a0ca2cf4fbdfa4a74e284ef84edd72,221,2021-06-23T07:04:14,,,,,,,,,0xF0850ba9Bb1A694B86C0c11E8d983f789e54E08e,1.0,True,1020000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12688983,0xa307bf7b9297da8c9e9cccc2270e7d5fecba2371b7509c9e2043214f747df0c3,266,2021-06-23T07:04:14,,,,,,,,,0xF299674eeFEa658eaD0CA7245eBF5e3315682DEd,1.0,True,1020000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12689040,0x887d61a314a104bc49af4c5605960e7c1c355a8eb79bfe7fa91df07f84c52d04,242,2021-06-23T07:20:15,,,,,,,,,0x1b36b983d9858D6Bd253fbBe642A93DE68b7cA7f,1.0,True,1300000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12689057,0xb488716b4a87b45927cd404bf5a63601f6d5d72c25e5060e9b5a25803c6f7a31,34,2021-06-23T07:23:33,,,,,,,,,0xfBdF283C7bD05450ab125BA73D51Ff7efA54f242,1.0,True,100025659029444854613,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12689128,0x6ce499e9b0154e9ef4e43cdeaf84956907654014f40cc1660afa0e97e19a12af,235,2021-06-23T07:39:33,,,,,,,,,0xEb89007481990d739c1Ed98d210BddFb60e8f3bf,1.0,True,10292836550000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12689277,0xe7723199961fa4280bff69ccd7305c4d62a0653aa256a8649ceeca77cc9d3361,126,2021-06-23T08:22:57,,,,,,,,,0xE355a911a09Ae2eB892ebE4020357edbb804CFF0,1.0,True,7961475250000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12689860,0x369543738c559e63ac454347256a885a48d5454e0111df3185f8bf7530f46c2d,333,2021-06-23T10:27:10,,,,,,,,,0x759dE6B9806A5F695B8FE92f58a6771fB5DB52C6,1.0,True,72717882448917534017,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12690620,0xf1f068525137a9d544a46ba74a7fe6daa073fc5960e7bb43a73d1829aa80d9d1,126,2021-06-23T13:24:05,,,,,,,,,0x5F465C1A3E5b6dA0BE38463F7917b6ab4c80bd00,1.0,True,69000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691053,0xed4676dac4d38cbd38f15aa4931131bbf102349e97a8cdee8876d48121ff9a88,313,2021-06-23T15:02:09,,,,,,,,,0xA29332b560103d52F758B978E0661420A9D40CB5,1.0,False,544101527866437000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691181,0x8131edc8770e1fea56d3bf0f88f6297719f3134d25db57544dae53d07f15be8c,265,2021-06-23T15:31:39,,,,,,,,,0x06d13d1562eb9da28C59e86e9BfC2a87d13AfB01,1.0,True,177413142487607819574,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691309,0x4754cb9ebf504b1ff1b0fbae8a035b366f983bf48d788bae913f08ec3b43d0f1,135,2021-06-23T15:56:50,,,,,,,,,0x7A31b8dc3CB42CFA99e5176e4B91e6c55Bb24e92,1.0,True,144000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691400,0x3e2aed743e399434127c83597522f22c26aa83512fe99398520b92c6e0448270,282,2021-06-23T16:16:41,,,,,,,,,0x506cC4485a7fd42FEA6f2aCc97D7DE697B88419d,1.0,True,6832859802726518878,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691475,0x42d21817cf96f6b41f99e930e78554e4fcd0b126513382d43be63e25446ca55e,123,2021-06-23T16:32:43,,,,,,,,,0x301215f1eA2e811FB7dA6995D04f5bbC8F4c1B90,1.0,True,9307140846516835528,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691531,0x8c23c61d5d7738851c13e7e759e38105240b2dcfe510ed9bc0e6936a18c5922f,139,2021-06-23T16:48:30,,,,,,,,,0x045B55B4dcB121aA3e16E34CF7279ECC5477D406,1.0,False,47843619799865037304,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12691638,0x4947cbef973646ec031bcbc2fb77278b0685bf8cb019612153a2bccc475e51d1,340,2021-06-23T17:10:45,,,,,,,,,0x1e51745BdB4436563097833Ba83DCC51109d9FA8,1.0,True,30069389918577337399,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692165,0xe0f360f5c21211ccb692a10bec68a7bac422ea7125bb8913afb30f16f24c8b50,419,2021-06-23T19:04:29,,,,,,,,,0x3E2C4339F0cfFb2EFc11DD026444cc66d5Fc16fe,1.0,True,121,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692185,0x24889b689cf15488b64eb7666a57d3ae8b19983c1c01eabf6ccf2884b17b2ecd,302,2021-06-23T19:08:26,,,,,,,,,0x43c68A280f464383571aF7aDc39Fb148589eae86,1.0,True,939618204345930149,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692199,0x636d5bc9baf04d60ae9692f3f31dc5eba835a962d5ffd9c17ecb22a6c38edb41,304,2021-06-23T19:11:59,,,,,,,,,0xccB82218c6F82a2B750Cf0D65e21AE6eAE14070c,1.0,True,8,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692199,0xaf4082093b37ebc5accb4aaa9f7c2dec7df59adbfcf672e483cf7a2ae6cac29d,345,2021-06-23T19:11:59,,,,,,,,,0x66e8Bbf70539eaE485AA9095B73B3334E00E3919,1.0,True,12753257078687429626,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692200,0xb0dac3852f1e5e1e05ddeaefea97e730ba7ceaecee998dc7f5ca211abbfce00a,150,2021-06-23T19:12:07,,,,,,,,,0x2891B78092310Ce8219Fe8298bb0FE7afa69F43F,1.0,True,13000000000000000471,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692546,0xebd44360e4e0d620b4a989bceed8cd4fbb6282d292eb7a9ce7e853498029d1f7,256,2021-06-23T20:26:39,,,,,,,,,0xE25d5C876e24C52f0938967fb6e164bB70Bb2362,1.0,True,323522936945918182,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12692906,0x2b56586b934aef7bb7ab2f4a6d21adec404c4abdf1985b561f233d766a84dfcb,325,2021-06-23T21:41:55,,,,,,,,,0xab1e8A933D33d4E97639eE355197e0C90c97122e,1.0,True,15161646018294343057,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693157,0xc949fb2bd3c5f7510e81471b5a87d1a7d093a2218ea3b17db2ce2261514cc775,169,2021-06-23T22:35:04,,,,,,,,,0xD724107AE1047b50B543aD4D940deE18e99261f1,1.0,True,200000738338212320570,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693337,0xba199b8f5fc238ec8fa099bf42b1795cb0176a6e4440c6fb4bee5843dcac05e3,326,2021-06-23T23:19:00,,,,,,,,,0x4589594dB0709c0Ce6A7Db471a40C8bc64efcdCB,1.0,True,75305128829555421157,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693382,0x75f0a6bfd75a67e6007f447490e9b77dcf5667ee3f3e57239c340b3a639014d7,256,2021-06-23T23:28:34,,,,,,,,,0x8958d239771B09EBD25EF59DE325e52267343B48,1.0,True,2225704424178797173,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693506,0x6fa2ce851d0351d6238e3aced640bbc6a9b08bbe257e8a7862a261ea8c30e328,109,2021-06-23T23:52:04,,,,,,,,,0x84E39A52d7F3f8FB63723782653D4CF71C465a95,1.0,True,920022088804791617580,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693611,0x36e7aed3aad3613af8d27c1a22a8d7631cfdf3b34a24435f61bff097acd82571,55,2021-06-24T00:12:47,,,,,,,,,0x89B2F3A91C890E884bEb5f7f4E74944cE206110F,1.0,True,838915780090873103542,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693689,0xe94d44aecd62dff4b82a8a6b7c48937e16347541a5a73248ce2ecc7a6cb675ce,231,2021-06-24T00:30:39,,,,,,,,,0x557D85546D2a904Ed5a625aA34f2D273Fc78A8D7,1.0,True,9870481733471232453,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693710,0x10bdac6f6f50eee43279745111bc577bc1b9d71021381ddcbf0db771d6f49f53,185,2021-06-24T00:36:56,,,,,,,,,0x547382ef49b2cd906e05b4685739AD241d636347,1.0,True,30064940572393458320,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693741,0x8dc3d177487e085bbde6b3bd897aafcc6d811d963b6918392f49f21ece1e6afd,307,2021-06-24T00:43:36,,,,,,,,,0xE8D848debB3A3e12AA815b15900c8E020B863F31,1.0,True,0,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12693909,0xe3e480f7faa580d5951b45f9dbc1c93bb409b0f7c40098b40a6c21e4847d7dec,287,2021-06-24T01:20:40,,,,,,,,,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,1.0,True,4003712431749049002832114,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12694199,0x7b354347a6262d6f9bb821c74efc882b79486df5644cdde3b405aec639067304,393,2021-06-24T02:27:16,,,,,,,,,0x0Afa4426eA10c8D60091E7e43d728764A80D692A,1.0,True,1022800000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12694798,0x79e5f9b5eb7c6074b1a042cb5fab5ce1fd13e962bd2a00ae5ca74d363cc9ee50,117,2021-06-24T04:42:43,,,,,,,,,0x822B4457A36D6439E765BFdc47A9849d77d0dA5b,1.0,True,485195186343595154,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12694883,0x15440bcc543b60e93afc7028f775b4b289c2d76f60cd123a0510a315c9bb50df,218,2021-06-24T04:57:32,,,,,,,,,0x7Bd0faFe34a8B64AfAf16166d644CDbB2B950aaB,1.0,True,1154002011911813211,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12694894,0x7ec4ed2b569cdf84963c01f283a948412444c421ca90e9f3a881d59144f2b974,363,2021-06-24T05:01:34,,,,,,,,,0x925a0D3E47E8DD9D3377425e4DF4fe1a6A145740,1.0,False,150000000000000000000,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
VoteCast,12695260,0x3280424154aa6a18ca6fc443c9d3721d122380a62b715f1d0c4514a9e2e0a3af,307,2021-06-24T06:22:59,,,,,,,,,0xf1147f7313a24baD6eCD8a1de02bb3417a2c6C1F,1.0,True,1000049003477354528218,,0xC4e172459f1E7939D522503B81AFAaC1014CE6F6
