proposalId,voter,nondatabase_ens_name,sybil_name,compound_api_name,database_ens_name,category
89,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
90,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
90,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
90,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[],DeFi-app/company
92,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
92,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
92,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[],identified but anonymous
92,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth'],DeFi-app/company
93,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
93,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
93,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[],Compound founder
95,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
95,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
96,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
97,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
97,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
97,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[],DeFi-app/company
98,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
98,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[],DeFi-app/company
98,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[],identified but anonymous
98,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth'],DeFi-app/company
99,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
99,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[],DeFi-app/company
99,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[],identified but anonymous
99,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth'],DeFi-app/company
100,0x9AA835Bc7b8cE13B9B0C9764A52FbF71AC62cCF1,,,a16z,[],investment
100,0x8169522c2C57883E8EF80C498aAB7820dA539806,,,Geoffrey Hayes,[],Compound founder
100,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[],identified but anonymous
100,0xa6e8772af29b29B9202a073f8E36f447689BEef6,gfxlabs.eth,,GFX Labs,['gfxlabs.eth'],DeFi-app/company
101,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
101,0x8d07D225a769b7Af3A923481E1FdF49180e6A265,monetsupply.eth,MonetSupply,MonetSupply,"['cryptocriticscorner.eth', 'proxydao.eth', 'xyk.eth', 'uwblockchain.eth', 'riskmgmt.eth', 'pastaio.eth', 'theclearinghouse.eth', 'riskdao.eth', 'blockanalitica.eth', 'cryptocriticpod.eth', 'acats.eth', 'nacha.eth', 'hyphy.eth', 'monetsupply.eth', 'mrcarmack.eth', 'basepool.eth', 'pastadao.eth', 'nattywine.eth', 'caspiancey.eth', 'alwayshasbeen.eth', 'grindset.eth', 'proxyadvisor.eth', 'rektboi.eth']",multiple governance contributor
102,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
102,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[],DeFi-app/company
102,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[],identified but anonymous
103,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
103,0x683a4F9915D6216f73d6Df50151725036bD26C02,,,Gauntlet,[],DeFi-app/company
103,0x54A37d93E57c5DA659F508069Cf65A381b61E189,,,blck,[],identified but anonymous
104,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
105,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
106,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
107,0xea6C3Db2e7FCA00Ea9d7211a03e83f568Fc13BF7,,,Polychain Capital,[],investment
107,0x88FB3D509fC49B515BFEb04e23f53ba339563981,,rleshner,Robert Leshner,['lesh.eth'],Compound founder
